Frame,labels,Labels
222,"['yeah', 'hallway']",[],[]
223,"['yeah', 'hallway']",[],[]
224,"['yeah', 'hallway']",[],[]
225,"['yeah', 'hallway']",[],[]
226,"['yeah', 'hallway']",[],[]
227,"['yeah', 'hallway']",[],[]
228,"['yeah', 'hallway']",[],[]
229,"['yeah', 'hallway']",[],[]
230,"['yeah', 'hallway']",[],[]
231,"['yeah', 'hallway']",[],[]
232,"['yeah', 'hallway']",[],[]
233,"['yeah', 'hallway']",[],[]
234,"['yeah', 'hallway']",[],[]
235,"['yeah', 'hallway']",[],[]
236,"['yeah', 'hallway']",[],[]
237,"['yeah', 'hallway']",[],[]
238,"['yeah', 'hallway']",[],[]
239,"['yeah', 'hallway']",[],[]
240,"['yeah', 'hallway']",[],[]
240,['silence'],[],[]
240,[],[],[]
241,[],[],[]
242,[],[],[]
243,[],[],[]
244,[],[],[]
245,[],[],[]
246,[],[],[]
247,[],[],[]
248,[],[],[]
249,[],[],[]
250,[],[],[]
251,[],[],[]
252,[],[],[]
253,[],[],[]
254,[],[],[]
255,[],[],[]
256,[],[],[]
257,[],[],[]
258,[],[],[]
259,[],[],[]
260,[],[],[]
261,[],[],[]
262,[],[],[]
263,[],[],[]
264,[],[],[]
265,[],[],[]
266,[],[],[]
267,[],[],[]
268,[],[],[]
269,[],[],[]
270,[],[],[]
270,['silence'],[],[]
270,"['u', 'c']",[],[]
271,"['u', 'c']",[],[]
272,"['u', 'c']",[],[]
273,"['u', 'c']",[],[]
274,"['u', 'c']",[],[]
275,"['u', 'c']",[],[]
276,"['u', 'c']",[],[]
277,"['u', 'c']",[],[]
278,"['u', 'c']",[],[]
279,"['u', 'c']",[],[]
280,"['u', 'c']",[],[]
281,"['u', 'c']",[],[]
282,"['u', 'c']",[],[]
283,"['u', 'c']",[],[]
284,"['u', 'c']",[],[]
285,"['u', 'c']",[],[]
286,"['u', 'c']",[],[]
287,"['u', 'c']",[],[]
288,"['u', 'c']",[],[]
289,"['u', 'c']",[],[]
290,"['u', 'c']",[],[]
291,"['u', 'c']",[],[]
292,"['u', 'c']",[],[]
293,"['u', 'c']",[],[]
294,"['u', 'c']",[],[]
295,"['u', 'c']",[],[]
296,"['u', 'c']",[],[]
297,"['u', 'c']",[],[]
298,"['u', 'c']",[],[]
299,"['u', 'c']",[],[]
300,"['u', 'c']",[],[]
301,"['u', 'c']",[],[]
302,"['u', 'c']",[],[]
303,"['u', 'c']",[],[]
304,"['u', 'c']",[],[]
305,"['u', 'c']",[],[]
306,"['u', 'c']",[],[]
307,"['u', 'c']",[],[]
308,"['u', 'c']",[],[]
309,"['u', 'c']",[],[]
310,"['u', 'c']",[],[]
311,"['u', 'c']",[],[]
312,"['u', 'c']",[],[]
313,"['u', 'c']",[],[]
314,"['u', 'c']",[],[]
315,"['u', 'c']",[],[]
316,"['u', 'c']",[],[]
317,"['u', 'c']",[],[]
318,"['u', 'c']",[],[]
319,"['u', 'c']",[],[]
320,"['u', 'c']",[],[]
321,"['u', 'c']",[],[]
322,"['u', 'c']",[],[]
323,"['u', 'c']",[],[]
324,"['u', 'c']",[],[]
325,"['u', 'c']",[],[]
326,"['u', 'c']",[],[]
327,"['u', 'c']",[],[]
328,"['u', 'c']",[],[]
329,"['u', 'c']",[],[]
330,"['u', 'c']",[],[]
330,['silence'],[],[]
330,"['brown', 'door']",[],['brown']
331,"['brown', 'door']",[],['brown']
332,"['brown', 'door']",[],['brown']
333,"['brown', 'door']",[],['brown']
334,"['brown', 'door']",[],['brown']
335,"['brown', 'door']",[],['brown']
336,"['brown', 'door']",[],['brown']
337,"['brown', 'door']",[],['brown']
338,"['brown', 'door']",[],['brown']
339,"['brown', 'door']",[],['brown']
340,"['brown', 'door']",[],['brown']
341,"['brown', 'door']",[],['brown']
342,"['brown', 'door']",[],['brown']
343,"['brown', 'door']",[],['brown']
344,"['brown', 'door']",[],['brown']
345,"['brown', 'door']",[],['brown']
346,"['brown', 'door']",[],['brown']
347,"['brown', 'door']",[],['brown']
348,"['brown', 'door']",[],['brown']
349,"['brown', 'door']",[],['brown']
350,"['brown', 'door']",[],['brown']
351,"['brown', 'door']",[],['brown']
352,"['brown', 'door']",[],['brown']
353,"['brown', 'door']",[],['brown']
354,"['brown', 'door']",[],['brown']
355,"['brown', 'door']",[],['brown']
356,"['brown', 'door']",[],['brown']
357,"['brown', 'door']",[],['brown']
358,"['brown', 'door']",[],['brown']
359,"['brown', 'door']",[],['brown']
360,"['brown', 'door']",[],['brown']
361,"['brown', 'door']",[],['brown']
362,"['brown', 'door']",[],['brown']
363,"['brown', 'door']",[],['brown']
364,"['brown', 'door']",[],['brown']
365,"['brown', 'door']",[],['brown']
366,"['brown', 'door']",[],['brown']
367,"['brown', 'door']",[],['brown']
368,"['brown', 'door']",[],['brown']
369,"['brown', 'door']",[],['brown']
370,"['brown', 'door']",[],['brown']
371,"['brown', 'door']",[],['brown']
372,"['brown', 'door']",[],['brown']
373,"['brown', 'door']",[],['brown']
374,"['brown', 'door']",[],['brown']
375,"['brown', 'door']",[],['brown']
376,"['brown', 'door']",[],['brown']
377,"['brown', 'door']",[],['brown']
378,"['brown', 'door']",[],['brown']
379,"['brown', 'door']",[],['brown']
380,"['brown', 'door']",[],['brown']
381,"['brown', 'door']",[],['brown']
382,"['brown', 'door']",[],['brown']
383,"['brown', 'door']",[],['brown']
384,"['brown', 'door']",[],['brown']
385,"['brown', 'door']",[],['brown']
386,"['brown', 'door']",[],['brown']
387,"['brown', 'door']",[],['brown']
388,"['brown', 'door']",[],['brown']
389,"['brown', 'door']",[],['brown']
390,"['brown', 'door']",[],['brown']
390,['silence'],[],[]
391,['silence'],[],[]
392,['silence'],[],[]
393,['silence'],[],[]
394,['silence'],[],[]
395,['silence'],[],[]
396,['silence'],[],[]
397,['silence'],[],[]
398,['silence'],[],[]
399,['silence'],[],[]
400,['silence'],[],[]
401,['silence'],[],[]
402,['silence'],[],[]
403,['silence'],[],[]
404,['silence'],[],[]
405,['silence'],[],[]
406,['silence'],[],[]
407,['silence'],[],[]
408,['silence'],[],[]
409,['silence'],[],[]
410,['silence'],[],[]
411,['silence'],[],[]
412,['silence'],[],[]
413,['silence'],[],[]
414,['silence'],[],[]
415,['silence'],[],[]
416,['silence'],[],[]
417,['silence'],[],[]
418,['silence'],[],[]
419,['silence'],[],[]
420,['silence'],[],[]
421,['silence'],[],[]
422,['silence'],[],[]
423,['silence'],[],[]
424,['silence'],[],[]
425,['silence'],[],[]
426,['silence'],[],[]
427,['silence'],[],[]
428,['silence'],[],[]
429,['silence'],[],[]
430,['silence'],[],[]
431,['silence'],[],[]
432,['silence'],[],[]
433,['silence'],[],[]
434,['silence'],[],[]
435,['silence'],[],[]
436,['silence'],[],[]
437,['silence'],[],[]
438,['silence'],[],[]
439,['silence'],[],[]
440,['silence'],[],[]
441,['silence'],[],[]
442,['silence'],[],[]
443,['silence'],[],[]
444,['silence'],[],[]
445,['silence'],[],[]
446,['silence'],[],[]
447,['silence'],[],[]
448,['silence'],[],[]
449,['silence'],[],[]
450,['silence'],[],[]
450,['hardwood'],[],['hardwood']
451,['hardwood'],[],['hardwood']
452,['hardwood'],[],['hardwood']
453,['hardwood'],[],['hardwood']
454,['hardwood'],[],['hardwood']
455,['hardwood'],[],['hardwood']
456,['hardwood'],[],['hardwood']
457,['hardwood'],[],['hardwood']
458,['hardwood'],[],['hardwood']
459,['hardwood'],[],['hardwood']
460,['hardwood'],[],['hardwood']
461,['hardwood'],[],['hardwood']
462,['hardwood'],[],['hardwood']
463,['hardwood'],[],['hardwood']
464,['hardwood'],[],['hardwood']
465,['hardwood'],[],['hardwood']
466,['hardwood'],[],['hardwood']
467,['hardwood'],[],['hardwood']
468,['hardwood'],[],['hardwood']
469,['hardwood'],[],['hardwood']
470,['hardwood'],[],['hardwood']
471,['hardwood'],[],['hardwood']
472,['hardwood'],[],['hardwood']
473,['hardwood'],[],['hardwood']
474,['hardwood'],[],['hardwood']
475,['hardwood'],[],['hardwood']
476,['hardwood'],[],['hardwood']
477,['hardwood'],[],['hardwood']
478,['hardwood'],[],['hardwood']
479,['hardwood'],[],['hardwood']
480,['hardwood'],[],['hardwood']
481,['hardwood'],[],['hardwood']
482,['hardwood'],[],['hardwood']
483,['hardwood'],[],['hardwood']
484,['hardwood'],[],['hardwood']
485,['hardwood'],[],['hardwood']
486,['hardwood'],[],['hardwood']
487,['hardwood'],[],['hardwood']
488,['hardwood'],[],['hardwood']
489,['hardwood'],[],['hardwood']
490,['hardwood'],[],['hardwood']
491,['hardwood'],[],['hardwood']
492,['hardwood'],[],['hardwood']
493,['hardwood'],[],['hardwood']
494,['hardwood'],[],['hardwood']
495,['hardwood'],[],['hardwood']
496,['hardwood'],[],['hardwood']
497,['hardwood'],[],['hardwood']
498,['hardwood'],[],['hardwood']
499,['hardwood'],[],['hardwood']
500,['hardwood'],[],['hardwood']
501,['hardwood'],[],['hardwood']
502,['hardwood'],[],['hardwood']
503,['hardwood'],[],['hardwood']
504,['hardwood'],[],['hardwood']
505,['hardwood'],[],['hardwood']
506,['hardwood'],[],['hardwood']
507,['hardwood'],[],['hardwood']
508,['hardwood'],[],['hardwood']
509,['hardwood'],[],['hardwood']
510,['hardwood'],[],['hardwood']
510,['silence'],[],[]
510,"['green', 'shoes']",['Cloth'],['green']
511,"['green', 'shoes']",['Cloth'],['green']
512,"['green', 'shoes']",['Cloth'],['green']
513,"['green', 'shoes']",['Cloth'],['green']
514,"['green', 'shoes']",['Cloth'],['green']
515,"['green', 'shoes']",['Cloth'],['green']
516,"['green', 'shoes']",['Cloth'],['green']
517,"['green', 'shoes']",['Cloth'],['green']
518,"['green', 'shoes']",['Cloth'],['green']
519,"['green', 'shoes']",['Cloth'],['green']
520,"['green', 'shoes']",['Cloth'],['green']
521,"['green', 'shoes']",['Cloth'],['green']
522,"['green', 'shoes']",['Cloth'],['green']
523,"['green', 'shoes']",['Cloth'],['green']
524,"['green', 'shoes']",['Cloth'],['green']
525,"['green', 'shoes']",['Cloth'],['green']
526,"['green', 'shoes']",['Cloth'],['green']
527,"['green', 'shoes']",['Cloth'],['green']
528,"['green', 'shoes']",['Cloth'],['green']
529,"['green', 'shoes']",['Cloth'],['green']
530,"['green', 'shoes']",['Cloth'],['green']
531,"['green', 'shoes']",['Cloth'],['green']
532,"['green', 'shoes']",['Cloth'],['green']
533,"['green', 'shoes']",['Cloth'],['green']
534,"['green', 'shoes']",['Cloth'],['green']
535,"['green', 'shoes']",['Cloth'],['green']
536,"['green', 'shoes']",['Cloth'],['green']
537,"['green', 'shoes']",['Cloth'],['green']
538,"['green', 'shoes']",['Cloth'],['green']
539,"['green', 'shoes']",['Cloth'],['green']
540,"['green', 'shoes']",['Cloth'],['green']
541,"['green', 'shoes']",['Cloth'],['green']
542,"['green', 'shoes']",['Cloth'],['green']
543,"['green', 'shoes']",['Cloth'],['green']
544,"['green', 'shoes']",['Cloth'],['green']
545,"['green', 'shoes']",['Cloth'],['green']
546,"['green', 'shoes']",['Cloth'],['green']
547,"['green', 'shoes']",['Cloth'],['green']
548,"['green', 'shoes']",['Cloth'],['green']
549,"['green', 'shoes']",['Cloth'],['green']
550,"['green', 'shoes']",['Cloth'],['green']
551,"['green', 'shoes']",['Cloth'],['green']
552,"['green', 'shoes']",['Cloth'],['green']
553,"['green', 'shoes']",['Cloth'],['green']
554,"['green', 'shoes']",['Cloth'],['green']
555,"['green', 'shoes']",['Cloth'],['green']
556,"['green', 'shoes']",['Cloth'],['green']
557,"['green', 'shoes']",['Cloth'],['green']
558,"['green', 'shoes']",['Cloth'],['green']
559,"['green', 'shoes']",['Cloth'],['green']
560,"['green', 'shoes']",['Cloth'],['green']
561,"['green', 'shoes']",['Cloth'],['green']
562,"['green', 'shoes']",['Cloth'],['green']
563,"['green', 'shoes']",['Cloth'],['green']
564,"['green', 'shoes']",['Cloth'],['green']
565,"['green', 'shoes']",['Cloth'],['green']
566,"['green', 'shoes']",['Cloth'],['green']
567,"['green', 'shoes']",['Cloth'],['green']
568,"['green', 'shoes']",['Cloth'],['green']
569,"['green', 'shoes']",['Cloth'],['green']
570,"['green', 'shoes']",['Cloth'],['green']
570,['silence'],[],[]
571,['silence'],[],[]
572,['silence'],[],[]
573,['silence'],[],[]
574,['silence'],[],[]
575,['silence'],[],[]
576,['silence'],[],[]
577,['silence'],[],[]
578,['silence'],[],[]
579,['silence'],[],[]
580,['silence'],[],[]
581,['silence'],[],[]
582,['silence'],[],[]
583,['silence'],[],[]
584,['silence'],[],[]
585,['silence'],[],[]
586,['silence'],[],[]
587,['silence'],[],[]
588,['silence'],[],[]
589,['silence'],[],[]
590,['silence'],[],[]
591,['silence'],[],[]
592,['silence'],[],[]
593,['silence'],[],[]
594,['silence'],[],[]
595,['silence'],[],[]
596,['silence'],[],[]
597,['silence'],[],[]
598,['silence'],[],[]
599,['silence'],[],[]
600,['silence'],[],[]
600,[],[],[]
601,[],[],[]
602,[],[],[]
603,[],[],[]
604,[],[],[]
605,[],[],[]
606,[],[],[]
607,[],[],[]
608,[],[],[]
609,[],[],[]
610,[],[],[]
611,[],[],[]
612,[],[],[]
613,[],[],[]
614,[],[],[]
615,[],[],[]
616,[],[],[]
617,[],[],[]
618,[],[],[]
619,[],[],[]
620,[],[],[]
621,[],[],[]
622,[],[],[]
623,[],[],[]
624,[],[],[]
625,[],[],[]
626,[],[],[]
627,[],[],[]
628,[],[],[]
629,[],[],[]
630,[],[],[]
630,['silence'],[],[]
630,"['blue', 'shoes']",['Cloth'],['blue']
631,"['blue', 'shoes']",['Cloth'],['blue']
632,"['blue', 'shoes']",['Cloth'],['blue']
633,"['blue', 'shoes']",['Cloth'],['blue']
634,"['blue', 'shoes']",['Cloth'],['blue']
635,"['blue', 'shoes']",['Cloth'],['blue']
636,"['blue', 'shoes']",['Cloth'],['blue']
637,"['blue', 'shoes']",['Cloth'],['blue']
638,"['blue', 'shoes']",['Cloth'],['blue']
639,"['blue', 'shoes']",['Cloth'],['blue']
640,"['blue', 'shoes']",['Cloth'],['blue']
641,"['blue', 'shoes']",['Cloth'],['blue']
642,"['blue', 'shoes']",['Cloth'],['blue']
643,"['blue', 'shoes']",['Cloth'],['blue']
644,"['blue', 'shoes']",['Cloth'],['blue']
645,"['blue', 'shoes']",['Cloth'],['blue']
646,"['blue', 'shoes']",['Cloth'],['blue']
647,"['blue', 'shoes']",['Cloth'],['blue']
648,"['blue', 'shoes']",['Cloth'],['blue']
649,"['blue', 'shoes']",['Cloth'],['blue']
650,"['blue', 'shoes']",['Cloth'],['blue']
651,"['blue', 'shoes']",['Cloth'],['blue']
652,"['blue', 'shoes']",['Cloth'],['blue']
653,"['blue', 'shoes']",['Cloth'],['blue']
654,"['blue', 'shoes']",['Cloth'],['blue']
655,"['blue', 'shoes']",['Cloth'],['blue']
656,"['blue', 'shoes']",['Cloth'],['blue']
657,"['blue', 'shoes']",['Cloth'],['blue']
658,"['blue', 'shoes']",['Cloth'],['blue']
659,"['blue', 'shoes']",['Cloth'],['blue']
660,"['blue', 'shoes']",['Cloth'],['blue']
660,['silence'],[],[]
661,['silence'],[],[]
662,['silence'],[],[]
663,['silence'],[],[]
664,['silence'],[],[]
665,['silence'],[],[]
666,['silence'],[],[]
667,['silence'],[],[]
668,['silence'],[],[]
669,['silence'],[],[]
670,['silence'],[],[]
671,['silence'],[],[]
672,['silence'],[],[]
673,['silence'],[],[]
674,['silence'],[],[]
675,['silence'],[],[]
676,['silence'],[],[]
677,['silence'],[],[]
678,['silence'],[],[]
679,['silence'],[],[]
680,['silence'],[],[]
681,['silence'],[],[]
682,['silence'],[],[]
683,['silence'],[],[]
684,['silence'],[],[]
685,['silence'],[],[]
686,['silence'],[],[]
687,['silence'],[],[]
688,['silence'],[],[]
689,['silence'],[],[]
690,['silence'],[],[]
690,"['blue', 'bag']",['Cloth'],['blue']
691,"['blue', 'bag']",['Cloth'],['blue']
692,"['blue', 'bag']",['Cloth'],['blue']
693,"['blue', 'bag']",['Cloth'],['blue']
694,"['blue', 'bag']",['Cloth'],['blue']
695,"['blue', 'bag']",['Cloth'],['blue']
696,"['blue', 'bag']",['Cloth'],['blue']
697,"['blue', 'bag']",['Cloth'],['blue']
698,"['blue', 'bag']",['Cloth'],['blue']
699,"['blue', 'bag']",['Cloth'],['blue']
700,"['blue', 'bag']",['Cloth'],['blue']
701,"['blue', 'bag']",['Cloth'],['blue']
702,"['blue', 'bag']",['Cloth'],['blue']
703,"['blue', 'bag']",['Cloth'],['blue']
704,"['blue', 'bag']",['Cloth'],['blue']
705,"['blue', 'bag']",['Cloth'],['blue']
706,"['blue', 'bag']",['Cloth'],['blue']
707,"['blue', 'bag']",['Cloth'],['blue']
708,"['blue', 'bag']",['Cloth'],['blue']
709,"['blue', 'bag']",['Cloth'],['blue']
710,"['blue', 'bag']",['Cloth'],['blue']
711,"['blue', 'bag']",['Cloth'],['blue']
712,"['blue', 'bag']",['Cloth'],['blue']
713,"['blue', 'bag']",['Cloth'],['blue']
714,"['blue', 'bag']",['Cloth'],['blue']
715,"['blue', 'bag']",['Cloth'],['blue']
716,"['blue', 'bag']",['Cloth'],['blue']
717,"['blue', 'bag']",['Cloth'],['blue']
718,"['blue', 'bag']",['Cloth'],['blue']
719,"['blue', 'bag']",['Cloth'],['blue']
720,"['blue', 'bag']",['Cloth'],['blue']
721,"['blue', 'bag']",['Cloth'],['blue']
722,"['blue', 'bag']",['Cloth'],['blue']
723,"['blue', 'bag']",['Cloth'],['blue']
724,"['blue', 'bag']",['Cloth'],['blue']
725,"['blue', 'bag']",['Cloth'],['blue']
726,"['blue', 'bag']",['Cloth'],['blue']
727,"['blue', 'bag']",['Cloth'],['blue']
728,"['blue', 'bag']",['Cloth'],['blue']
729,"['blue', 'bag']",['Cloth'],['blue']
730,"['blue', 'bag']",['Cloth'],['blue']
731,"['blue', 'bag']",['Cloth'],['blue']
732,"['blue', 'bag']",['Cloth'],['blue']
733,"['blue', 'bag']",['Cloth'],['blue']
734,"['blue', 'bag']",['Cloth'],['blue']
735,"['blue', 'bag']",['Cloth'],['blue']
736,"['blue', 'bag']",['Cloth'],['blue']
737,"['blue', 'bag']",['Cloth'],['blue']
738,"['blue', 'bag']",['Cloth'],['blue']
739,"['blue', 'bag']",['Cloth'],['blue']
740,"['blue', 'bag']",['Cloth'],['blue']
741,"['blue', 'bag']",['Cloth'],['blue']
742,"['blue', 'bag']",['Cloth'],['blue']
743,"['blue', 'bag']",['Cloth'],['blue']
744,"['blue', 'bag']",['Cloth'],['blue']
745,"['blue', 'bag']",['Cloth'],['blue']
